I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
5312,No,1991,11,22,0,40,23.9,10,4.7,,,4.7,,,,,YEMEN,,YEMEN:  WESTERN  ARABIAN PENINSULA,13.887,44.068,60,11,1,,,40,1,,2,17,1,87,2,11,1,,,40,1,,2,17,1,87,2
5313,No,1991,11,28,17,19,55.5,16,5,,5,5.6,,,,,IRAN,,"IRAN:  RUDBAR, RASHT",36.924,49.603,140,1,1,,,70,2,,2,,,,,1,1,,,70,2,,2,,,,
5314,No,1991,12,2,8,49,40.2,9,5.5,5.5,5.6,5.2,,,,8,ROMANIA,,"ROMANIA:  VOITEG, DETA, BANLOC",45.498,21.115,110,,,,,,2,,2,,,5000,2,,,,,,2,,2,,,5000,4
6482,Yes,1991,12,22,8,43,13.4,24,7.6,7.6,7.4,6.3,,,,,RUSSIA,,"RUSSIA:  KAMCHATKA, KURIL ISLANDS",45.533,151.021,50,,,,,,,,,,,,,,,,,,,,,,,,
6483,Yes,1992,1,5,6,,,8,3.7,,3.7,,,,,,CHINA,,CHINA:  S. CHINA SEA,18,108,30,,,,,,,,,,,,,,,,,,,,1,,,,
8252,No,1992,2,1,19,4,4.5,100,5.6,,,5.6,,,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,35.106,139.644,30,,,,,37,1,,1,,,,,,,,,37,1,,1,,,,
5315,No,1992,2,4,1,58,39.7,58,4.4,,4.4,5,,,,,INDONESIA,,"INDONESIA:  JAWA, BREBES",-7.138,109.067,60,,,,,1,1,,3,800,3,700,3,,,,,1,1,,3,800,3,700,3
5316,No,1992,3,4,11,57,53,18,4.6,,4.6,4.9,,,,,IRAN,,IRAN:  LORDEGAN ARDAL AREA,31.726,50.778,140,6,1,,,50,1,,2,300,3,,,6,1,,,50,1,,2,300,3,,
5317,No,1992,3,13,17,18,39.9,27,6.9,,6.9,6.2,,,,8,TURKEY,,TURKEY:  ERZINCAN,39.71,39.605,140,653,3,,,2000,4,750,4,,,8057,4,653,3,,,2000,4,750,4,,,8057,4
5319,No,1992,4,13,1,20,0.8,21,5.2,,5.2,5.5,5.9,,,8,NETHERLANDS,,"THE NETHERLANDS: ROERMOND; GERMANY: BONN, HEINSBERG",51.153,5.798,120,1,1,,,45,1,100,4,,,,,1,1,,,45,1,100,4,,,,
5320,No,1992,4,23,4,50,23.2,12,6.3,,6.3,5.7,6.1,,,7,USA,CA,"CALIFORNIA:  JOSHUA TREE, ANGELUS OAKS",33.961,-116.318,150,,,,,32,1,,2,,,,,,,,,32,1,,2,,,,
5321,Yes,1992,4,25,18,6,4.2,15,7.1,,7.1,6.3,,,,8,USA,CA,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",40.368,-124.316,150,,,,,98,2,75,4,,,,,,,,,98,2,75,4,,,,
5323,No,1992,5,15,8,8,2.9,50,6.2,,6.2,5.7,,,,7,KYRGYZSTAN,,KYRGYZSTAN:  OSH; UZBEKISTAN:  ANDIZHAN,41.019,72.429,40,4,1,,,,,31,4,5500,4,4000,4,4,1,,,,,31,4,5500,4,4000,4
5324,Yes,1992,5,17,10,15,31.3,33,7.5,,7.5,6.4,,,,,PHILIPPINES,,"PHILIPPINES:  MINDANAO, TANDAG, BISLIG",7.191,126.762,170,,,,,,,,1,,,,,,,,,,,,1,12,1,,
5325,No,1992,5,20,12,20,32.8,16,6,,6,6,,,,,PAKISTAN,,"PAKISTAN:  PESHAWAR, KOHAT, SHAKKAR KHEL",33.377,71.317,60,36,1,,,100,2,,2,400,3,,,6,1,,,100,2,,2,400,3,,
5327,No,1992,5,25,16,55,4.1,23,7,,7,6.3,,,,,CUBA,,"CUBA:  PILON, MANZANILLO",19.613,-77.872,90,,,,,40,1,,2,,,820,3,,,,,40,1,,2,,,820,3
6331,Yes,1992,5,27,5,13,38.8,19,7,,7,6.3,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.122,165.239,170,,,,,,,,,,,,,,,,,,,,,,,,
5328,No,1992,6,28,11,57,34.1,1,7.6,,7.6,6.2,,,,9,USA,CA,"CALIFORNIA: LANDERS, YUCCA  VALLEY",34.201,-116.436,150,3,1,,,400,3,92,4,,,,,3,1,,,400,3,92,4,,,,
5330,No,1992,6,28,15,5,30.7,5,6.7,,6.7,6.3,,,,8,USA,CA,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",34.203,-116.827,150,,,,,,2,,2,,,,,,,,,,2,,2,,,,
5331,No,1992,6,29,10,14,22.2,9,5.4,,5.4,5.6,,,,,USA,NV,NEVADA-CALIFORNIA BORDER:  NEVADA TEST SITE,36.705,-116.293,150,,,,,,,,2,,,,,,,,,,,,2,,,,
6484,Yes,1992,7,18,8,36,58.7,29,7,,7,6.2,,,,,JAPAN,,JAPAN:  HONSHU ISLAND,39.419,143.33,30,,,,,,,,,,,,,,,,,,,,,,,,
9818,Yes,1992,8,11,15,14,55.1,16,6.3,,6.3,5.8,,,,,JAPAN,,JAPAN:  HONSHU:  S,32.536,141.641,30,,,,,,,,,,,,,,,,,,,,,,,,
5332,No,1992,8,19,2,4,37.4,27,7.5,,7.5,6.6,,,,9,KYRGYZSTAN,,KYRGYZSTAN:  TOLUK,42.142,73.575,40,75,2,,,,,130,4,8200,4,,,75,2,,,,,130,4,8200,4,,
5334,No,1992,8,28,0,50,50.4,9,5.5,,5.5,5.5,,,,,PAKISTAN,,PAKISTAN:  KALAT,29.087,66.74,60,4,1,,,200,3,,2,,3,,,4,1,,,200,3,,2,,3,,
5335,Yes,1992,9,2,0,16,2.8,40,7.7,,7.7,5.4,,,,,NICARAGUA,,NICARAGUA:  MASACHAPA; COSTA RICA,11.727,-87.386,100,,1,,,,,,,,,,,170,3,,,489,3,30,4,1500,4,,
5337,No,1992,9,8,0,38,15.4,18,4.7,,4.7,5.2,,,,,IRAN,,IRAN:  FIRUZABAD,29.134,52.187,140,1,1,,,11,1,,2,200,3,,,1,1,,,11,1,,2,200,3,,
5338,No,1992,9,11,3,57,26.5,11,7,,7,6.7,,,,,CONGO,,CONGO:  KABALO,-6.087,26.651,10,8,1,,,37,1,,1,,2,,,8,1,,,37,1,,1,,2,,
5339,No,1992,10,12,13,9,55.5,22,5.3,,5.3,5.9,,,,,EGYPT,,EGYPT:  CAIRO,29.778,31.144,15,545,3,,,6512,4,1200,4,9350,4,9350,4,545,3,,,6512,4,1200,4,9350,4,,
5341,No,1992,10,17,8,32,40.5,14,7,,7,6.2,,,,,COLOMBIA,,"COLOMBIA:  MURINDO, CALI",6.845,-76.806,160,,,,,20,1,,2,,3,,,,,,,20,1,,2,,3,,
5342,No,1992,10,18,15,11,59.1,10,7.4,,7.4,6.6,,,,,COLOMBIA,,"COLOMBIA:  MURINDO, APARTADO, MEDELLIN",7.075,-76.862,160,11,1,,,115,2,,2,,2,,,11,1,,,115,2,,2,,,,
5343,Yes,1992,12,12,5,29,26.3,28,7.8,7.8,7.5,6.5,,,,,INDONESIA,,"INDONESIA:  FLORES REGION, MAUMERE, BABI",-8.48,121.896,60,1000,4,,,500,3,100,4,31785,4,,,2500,4,,,2103,4,100,4,31785,4,,
5344,No,1993,1,15,11,6,5.9,102,7.6,7.6,7.1,6.9,,,,6,JAPAN,,"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.3,143.691,30,2,1,,,,,358,4,,,,,2,1,,,,,358,4,,,,
5346,No,1993,1,26,20,32,6.9,33,5.6,5.6,5.6,5.4,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,23.027,101.062,30,,,,,66,2,,3,28417,4,28417,4,,,,,66,2,,3,28417,4,,
5347,No,1993,1,27,10,27,5.6,33,5.1,,,5.1,,,,,IRAN,,IRAN:  NEHBANDAN,32.104,60.088,140,,,,,,,,1,,,,,,,,,,,,,,,,
5348,Yes,1993,2,7,13,27,42,11,6.3,6.3,6.2,6.3,,,,,JAPAN,,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",37.634,137.245,30,,,,,,,,1,,,,,,,,,,,,,,,,
5349,No,1993,3,12,14,1,35.4,10,6.4,6.4,6.4,6,,,,,WALLIS AND FUTUNA (FRENCH TERRITORY),,FUTUNA ISLAND,-14.385,-178.252,170,5,1,,,201,,,1,,,,,5,1,,,20,1,,1,,2,,2
5350,No,1993,3,20,14,51,59.7,12,6.2,6.2,6,5.8,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE): NGAMRING,29.084,87.333,40,2,1,,,3,1,,1,,,,,2,1,,,3,1,,1,,,,
5351,No,1993,3,25,13,34,35.4,21,5.6,5.6,5.4,5.5,,,,7,USA,WA,WASHINGTON-OREGON BORDER,45.035,-122.607,150,,,,,,,28.4,4,,,,,,,,,,,,,,,,
5352,No,1993,3,26,22,52,46.9,30,5.1,5.1,4.8,5.1,,,,,IRAN,,IRAN:  BOVIR AHMADI VA KOHKILUYEH,30.692,50.886,140,,,,,,,,2,,,,,,,,,,,,,,,,
5353,No,1993,4,18,9,16,23.2,106,6.3,6.3,,6,,,,,PERU,,PERU:  LIMA,-11.652,-76.53,160,6,1,,,,,,1,,,,,,,,,,,,,,,,
5354,Yes,1993,6,8,13,3,36.4,71,7.5,7.5,7.3,6.4,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,51.218,157.829,50,,,,,,,,1,,,,,,,,,,,,,,,,
10046,Yes,1993,6,18,11,52,54.8,20,6.6,6.6,6.6,6.2,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.886,-176.819,170,,,,,,,,,,,,,,,,,,,,,,,,
5355,No,1993,6,22,16,32,43.7,33,5.4,5.4,4.8,5.5,,,,,IRAN,,IRAN:  BOVIR AHMADI VA KOHKILUYEH,30.149,50.814,140,24,1,,,,,,,,,,,,,,,,,,,,,,
5356,No,1993,7,10,20,40,58.9,20,5.8,5.8,5.6,5.3,,,,,COSTA RICA,,"COSTA RICA:  TURRIALBA, CARTAGO",9.821,-83.622,100,2,1,,,9,1,,1,,,,,2,1,,,9,1,,1,,,,
5357,Yes,1993,7,12,13,17,11.9,17,7.7,7.7,7.6,6.6,,,,8,JAPAN,,JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA,42.851,139.197,30,23,3,,,233,3,1207,4,,3,,,231,3,,,233,3,1207,4,2374,4,,
5358,No,1993,7,14,12,31,49.4,23,5.6,5.6,5.5,5.3,,,,,GREECE,,GREECE:  PATRAS,38.224,21.756,130,,,,,,,,1,,,,,,,,,,,,,,,,
5359,No,1993,8,1,0,20,40.5,13,5.5,5.5,5.1,5.2,,,,,SUDAN,,SUDAN:  KHARTOUM,15.385,31.69,15,2,1,,,9,1,,1,,,,,2,1,,,9,1,,1,,,,
6486,Yes,1993,8,7,19,42,41.9,13,6.3,6.3,6.1,6.2,,,,,JAPAN,,JAPAN,41.985,139.839,30,,,,,,,,,,,,,,,,,,,,,,,,
5360,Yes,1993,8,8,8,34,24.9,59,7.8,7.8,8,7.1,,,,9,USA TERRITORY,GU,"GUAM:  TUMAN BAY, APRA HARBOR",12.982,144.801,170,,,,,48,1,250,4,,,,,,,,,48,1,250,4,,,,
5362,No,1993,9,10,19,12,54.6,34,7.2,7.2,7.3,6.2,,,,,GUATEMALA,,GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS,14.717,-92.645,100,1,1,,,3,1,,2,,,,,1,1,,,3,1,,2,,,,
5363,No,1993,9,21,3,28,55.4,11,6,6,5.8,5.7,,,,7,USA,OR,OREGON:  KLAMATH FALLS,42.314,-122.012,150,2,1,,,,,7.5,3,,,,,,,,,,,,,,,,
5364,No,1993,9,29,22,25,48.6,7,6.2,6.2,6.2,6.3,,,,8,INDIA,,"INDIA:  LATUR-OSMANABAD, KILLARI",18.066,76.451,60,11000,4,,,30000,4,300,4,,4,,4,11000,4,,,30000,4,300,4,,4,,4
5366,No,1993,10,13,2,6,0.3,25,6.9,6.9,7,6.4,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY,-5.889,146.02,170,60,2,,,200,3,5,2,,,,,60,2,,,200,3,5,2,,,,
5367,No,1993,10,20,16,15,59.6,37,5.1,,,5.1,,,,,NEPAL,,NEPAL: NW; INDIA:  UTTAR PRADESH,28.723,82.28,60,,,,,,,,1,,,,,,,,,,,,,,,,
5368,No,1993,11,12,13,27,28.1,10,4.6,,,4.6,,,,,INDIA,,INDIA:  LATUR,18.12,76.533,60,,,,,25,1,,1,,,,,,,,,25,1,,1,,,100,2
6487,Yes,1993,11,13,1,18,4.1,34,7,7,7,6.5,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,51.934,158.647,50,,,,,,,,1,,,,,,,,,,,,1,,,,
5369,No,1993,11,30,20,37,12.8,18,5.6,5.6,5.6,5.2,,,,,CHINA,,CHINA:  SOUTHERN XINJIANG:  SHUFU,39.263,75.533,40,,,,,4,1,,1,100,1,,,,,,,4,1,,1,100,2,,
5370,No,1994,1,3,5,52,27.6,8,5.7,5.7,5.5,5.8,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  GONGHE,36.028,100.104,30,,,,,5,1,,1,56,2,56,2,,,,,5,1,,1,56,2,,
5371,No,1994,1,16,1,49,16.2,5,4.6,,,4.6,,,,5,USA,PA,"PENNSYLVANIA: READING, FELT TO CANADA",40.33,-76.037,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5372,Yes,1994,1,17,12,30,55.3,18,6.7,6.7,6.8,6.4,,,,9,USA,CA,CALIFORNIA:  NORTHRIDGE,34.213,-118.537,150,60,2,,,7000,4,40000,4,40000,4,,,60,2,,,7000,4,40000,4,40000,4,,
5375,Yes,1994,1,21,2,24,29.9,20,7,7,7.2,6.2,,,,,INDONESIA,,INDONESIA:  KAU,1.015,127.733,170,9,1,,,300,3,,2,,,550,3,9,1,,,300,3,,2,,,550,3
5376,No,1994,2,3,9,5,4.2,8,5.8,5.8,5.5,5.4,,,,7,USA,WY,WYOMING:  AFTON,42.762,-110.976,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5377,No,1994,2,5,23,34,9.9,14,6.2,6.2,6,5.8,,,,,UGANDA,,"UGANDA:  FORT PORTAL, KASESE; ZAMBIA",0.593,30.037,10,7,1,,,,2,70,4,,,,,7,1,,,,2,70,4,,,,
5379,No,1994,2,15,17,7,43.8,23,6.9,6.9,7,5.9,,,,,INDONESIA,,"INDONESIA:  SOUTHERN SUMATERA, LIWA, LAMPUNG",-4.967,104.302,60,207,3,,,2000,4,170.476,4,6000,4,,,207,3,,,2000,4,170.476,4,6000,4,,
5380,No,1994,2,23,8,2,4.7,6,6.1,6.1,6.1,6.1,,,,,IRAN,,IRAN:  SISTAN,30.853,60.596,140,6,1,,,,3,1.4,2,,,,,6,1,,,,3,1.4,2,,,,
5381,No,1994,3,1,3,49,0.8,13,6.1,6.1,6,5.8,,,,,IRAN,,IRAN:  SOUTHERN:  FIRUZABAD,29.096,52.617,140,2,1,,,50,1,,1,,,,1,2,1,,,50,1,,1,,,,1
5382,No,1994,3,2,3,38,3.8,59,5.4,5.4,5,5.2,,,,,HAITI,,HAITI: SAINT-LOUIS DU NORD,19.803,-72.799,90,4,1,,,,,,1,,,,1,4,1,,,,,,1,,,,1
5383,No,1994,3,9,23,28,6.7,563,7.6,7.6,,6.6,,,,,FIJI,,FIJI ISLANDS,-18.039,-178.413,170,,,,,,,,,,,,,,,,,,,,,,,,
6604,Yes,1994,4,8,1,10,40.8,13,6.4,6.4,6.3,6,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.608,143.683,30,,,,,,,,,,,,,,,,,,,,,,,,
5384,No,1994,5,1,12,0,35.7,19,6.1,6.1,6.3,6,,,,6,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  TASHIAK, TERMIZ",36.901,67.163,40,160,3,,,,,,,,,,,,,,,160,3,,,,,,
9819,Yes,1994,5,24,4,0,42.1,16,6.5,6.5,6.7,6.2,,,,4,TAIWAN,,TAIWAN,23.959,122.448,30,,,,,,,,,,,,,,,,,,,,,,,,
5385,Yes,1994,6,2,18,17,34,18,7.8,7.8,7.2,5.7,,,,,INDONESIA,,INDONESIA:  JAVA,-10.477,112.835,60,,1,,,,,,1,,,,,238,3,,,423,3,2.2,2,1500,4,,
6832,Yes,1994,6,3,21,6,59.8,26,6.6,6.6,6.4,6.1,,,,,INDONESIA,,INDONESIA:  JAVA,-10.362,112.892,60,,,,,,,,,,,,,,,,,,,,,,,,
10108,Yes,1994,6,4,0,57,50.6,11,6.5,6.5,6.3,6,,,,,INDONESIA,,INDONESIA:  JAVA,-10.777,113.366,60,,,,,,,,,,,,,,,,,,,,,,,,
5386,No,1994,6,5,1,9,30.1,11,6.4,6.4,6.6,6.1,,,,,TAIWAN,,"TAIWAN:  CHI-LUNG, I-LAN, TAIPEI, NAN-AO",24.511,121.905,30,1,1,,,2,1,,2,,2,,,1,1,,,2,1,,2,,2,,
6833,Yes,1994,6,5,1,45,2.7,17,6.1,6.1,6.3,5.7,,,,,INDONESIA,,INDONESIA:  JAVA,-10.341,113.369,60,,,,,,,,,,,,,,,,,,,,,,,,
5387,No,1994,6,6,20,47,40.5,12,6.8,6.8,6.6,6.4,,,,,COLOMBIA,,"COLOMBIA:  CAUCA, HUILA",2.917,-76.057,160,650,3,,,,,2.4,2,200,3,,,650,3,,,,,2.4,2,200,3,,
5388,No,1994,6,9,0,33,16.2,631,8.2,8.2,,7,,,,,BOLIVIA,,"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA",-13.841,-67.553,160,5,1,,,,3,,2,,,,,5,1,,,,3,,2,,,,
5389,No,1994,6,18,3,25,15.8,14,6.8,6.8,7.1,6.2,,,,6,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-42.963,171.658,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5390,No,1994,6,20,9,9,2.9,9,5.9,5.9,5.7,5.9,,,,,IRAN,,"IRAN:  FIRUZABAD, SHIRAZ",28.968,52.614,140,3,1,,,100,2,,3,,3,,3,3,1,,,100,2,,3,,3,,3
5391,No,1994,8,18,1,13,5.7,9,5.9,5.9,5.9,5.7,,,,,ALGERIA,,ALGERIA:  MASCARA,35.52,-0.106,15,171,3,,,,,,4,,4,,4,171,3,,,,,,4,,4,,
6488,Yes,1994,9,1,15,15,53,10,7,7,7,6.6,,,,6,USA,CA,CALIFORNIA:  NORTH:  HONEYDEW,40.402,-125.68,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5392,Yes,1994,10,4,13,22,55.8,14,8.3,8.3,8.1,7.3,,,,9,RUSSIA,,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,43.773,147.321,50,11,1,,,382,3,,3,,,,,11,1,,,382,3,,3,,,,
5393,Yes,1994,10,8,21,44,7.2,17,6.8,6.8,6.8,6.4,,,,,INDONESIA,,INDONESIA:  HALMAHERA,-1.258,127.98,170,1,1,,,52,2,,2,,,500,3,1,1,,,52,2,,2,,,500,3
6605,Yes,1994,10,9,7,55,39.5,33,7.3,7.3,7.1,6.5,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,43.905,147.916,50,,,,,,,,,,,,,,,,,,,,,,,,
5394,Yes,1994,11,14,19,15,30.6,32,7.1,7.1,7.1,6.1,,,,,PHILIPPINES,,PHILIPPINES:  MINDORO,13.525,121.067,170,81,2,,,225,3,3.7,2,797,3,3288,4,81,2,,,225,3,3.7,2,797,3,3288,4
5395,No,1994,12,26,14,10,29.1,23,5.5,5.5,5,5.1,,,,7,USA,CA,"CALIFORNIA:  EUREKA, SAMOA, ARCATA, BLUE LAKE",40.741,-124.31,150,,,,,,,2.1,2,,,,,,,,,,,2.1,2,,,,
5397,Yes,1994,12,28,12,19,23,27,7.8,7.8,7.5,6.4,,,,9,JAPAN,,JAPAN:  HONSHU,40.525,143.419,30,3,1,,,200,3,170.4,4,,,,,3,1,,,200,3,170.4,4,,,,
5398,No,1994,12,31,2,57,20.8,33,5.3,5.3,5.3,5.7,,,,,CHINA,,"CHINA:  GUANGXI PROVINCE, GUANDONG PROVINCE",20.524,109.33,30,,,,,360,3,,2,1100,4,,,,,,,360,3,,2,1100,4,,
5399,Yes,1995,1,16,20,46,52.1,22,6.9,6.9,6.8,6.3,,,,11,JAPAN,,"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA",34.583,135.018,30,5502,4,,,36896,4,100000,4,200000,4,,,5502,4,,,36896,4,100000,4,200000,4,,
5402,No,1995,1,19,15,5,3.4,17,6.5,6.5,6.6,6.3,,,,,COLOMBIA,,"COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES",5.05,-72.916,160,7,1,,,,2,,2,512,3,20,1,7,1,,,,2,,2,512,3,20,1
5403,No,1995,2,5,22,51,5.1,21,7.1,7.1,7.5,6.5,,,,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND; S ISLAND:  CHRISTCHURCH,-37.759,178.752,170,,,,,,,,,,,,,,,,,,,,,,,,
5404,No,1995,2,8,18,40,25.3,74,6.4,6.4,,6.3,,,,,COLOMBIA,,"COLOMBIA:  CALI, PEREIRA, ARMENIA, CALARCA",4.104,-76.622,160,45,1,,,400,3,50,4,2000,4,,,45,1,1,,400,3,50,4,2000,4,,
5405,No,1995,2,23,21,3,1.3,10,5.9,5.9,5.7,5.8,,,,7,CYPRUS,,"CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA",35.046,32.279,130,2,1,,,5,1,4.34,2,70,2,570,3,2,1,,,5,1,4.34,2,70,2,570,3
6491,No,1995,3,19,23,53,14.9,33,6.9,6.9,7.1,6.2,,,,,INDONESIA,,INDONESIA:  IRIAN JAYA REGION,-4.183,135.109,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1
5406,No,1995,4,1,3,49,33.5,11,5.4,5.4,4.9,5.8,,,,,JAPAN,,"JAPAN:  NIIGATA PREFECTURE, SADO",37.925,139.186,30,,,,,,,,2,,,,,,,,,,,,,,,,
5407,Yes,1995,4,7,22,6,56.8,21,7.4,7.4,8,6.8,,,,,SAMOA,,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,-15.199,-173.529,170,,,,,,,,,,,,,,,,,,,,,,,,
6492,Yes,1995,4,21,0,34,46,21,7.2,7.2,7.3,6.3,,,,,PHILIPPINES,,PHILIPPINES:  SAMAR,12.059,125.58,170,,,,,,,,,,,,,,,,,,,,,,,,
6493,Yes,1995,4,21,5,17,1.3,23,6.8,6.8,6.9,5.6,,,,,PHILIPPINES,,PHILIPPINES:  SAMAR,12.047,125.92,170,,,,,,,,,,,,,,,,,,,,,,,,
5408,Yes,1995,5,13,8,47,12.7,14,6.6,6.6,6.6,6.2,,,,8,GREECE,,"GREECE:  GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",40.149,21.695,130,,,,,25,1,450,4,12000,4,,,,,,,25,1,450,4,12000,4,,
5410,Yes,1995,5,14,11,33,21.1,13,6.9,6.9,6.9,6.2,6.9,,,7,INDONESIA,,"INDONESIA:  TIMOR, DILI, MALIANA, MAUBARA",-8.452,125.049,60,,,,,,,,,,,,,11,1,,,19,1,,1,,2,,
5411,Yes,1995,5,16,20,12,44.2,20,7.7,,7.7,6.9,7.7,,,3,NEW CALEDONIA,,NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA,-23.008,169.9,170,,,,,,,,,,,,,,,,,,,,,,,,
5412,Yes,1995,5,27,13,3,52.6,11,7.1,,7.1,6.7,7.5,,,9,RUSSIA,,"RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO",52.629,142.827,50,1989,4,,,750,3,300,4,,,,,1989,4,,,750,3,300,4,,,,
5413,Yes,1995,6,15,0,15,48.7,14,6.5,6.5,6.5,6.1,,,,7,GREECE,,"GREECE:  AIYION, ERATINI",38.401,22.283,130,26,1,,,60,2,660,4,,,,,26,1,,,60,2,660,4,,,,
5414,No,1995,7,11,21,46,39.7,13,6.8,6.8,7.1,6.1,,,,,CHINA,,"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND",21.966,99.196,30,11,1,,,136,3,36.1,4,100000,4,100000,4,11,1,,,136,3,36.1,4,100000,4,,
5415,No,1995,7,21,22,44,4.5,13,5.6,5.6,5.4,5.7,,,,,CHINA,,"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI",36.427,103.123,30,14,1,,,60,1,,3,4500,4,,,14,1,,,60,1,,3,4500,4,,
5416,Yes,1995,7,30,5,11,23.6,46,8,8,7.3,6.6,,,,7,CHILE,,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,160,3,1,,,58,2,1.66,2,115,3,,,3,1,,,,,1.791,2,115,3,,
5417,Yes,1995,8,16,10,27,28.6,30,7.7,7.7,7.8,6.5,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",-5.799,154.178,170,,,,,,,,1,,,,,,,,,,,,1,,,,
5418,Yes,1995,9,14,14,4,31.4,23,7.4,7.4,7.2,6.4,,,,,MEXICO,,"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY",16.779,-98.597,150,3,1,,,100,2,,2,,,,,3,,,,100,2,,2,,,,
5419,No,1995,10,1,15,57,16.2,33,6.4,6.4,6.2,5.8,,,,8,TURKEY,,"TURKEY:   DINAR, EVCILER",38.063,30.134,140,95,2,,,348,3,205.8,4,5100,4,,,95,2,,,348,3,205.8,4,5100,4,,
5420,No,1995,10,3,1,51,23.9,24,7,7,7,6.5,,,,,ECUADOR,,ECUADOR:  QUITO,-2.75,-77.881,160,2,1,,,5,1,,1,83,2,,,2,1,,,5,1,,1,83,2,,
5421,No,1995,10,6,5,23,18.5,9,6,6,5.8,5.7,,,,,USA,AK,ALASKA:  FAIRBANKS NORTH STAR COUNTY,65.17,-148.565,150,,,,,,,,1,,,,,,,,,,,,1,,,,
5422,No,1995,10,6,18,9,45.9,33,6.8,6.8,6.9,5.8,,,,,INDONESIA,,"INDONESIA:  SUMATERA, JAMBI PROVINCE",-2.045,101.436,60,84,2,,,1868,4,,4,17600,4,,,84,2,,,1868,4,,4,17600,4,,
5423,Yes,1995,10,9,15,35,53.9,33,8,8,7.4,6.6,,,,,MEXICO,,"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE",19.055,-104.205,150,49,2,,,200,3,,2,,2,,,50,1,,,200,3,,2,,2,,
