I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
10040,No,2013,9,25,16,42,    ,31,7.1,7.1,,,,,,6,PERU,,PERU:  AREQUIPA,-16.15,-74.87,160,,,,,,,,1,,1,,,,,,,,,,1,,1,,
10043,No,2013,9,28,7,34,45,12,6.8,6.8,,,,,,,PAKISTAN,,PAKISTAN: AWARAN,27.183,65.505,60,22,1,,,50,1,,,,2,,2,22,1,,,50,1,,,,2,,2
10049,No,2013,10,12,13,11,35,40,6.6,6.6,,,,,,7,GREECE,,GREECE:  CRETE:  CHANIA,35.514,23.252,130,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,1
10048,No,2013,10,15,0,12,5,19,7.1,7.1,,,,,,7,PHILIPPINES,,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,170,222,3,8,1,976,3,51.8,4,,4,,4,222,3,8,1,976,3,51.8,4,,4,,4
10050,No,2013,10,22,5,40,1,10,5.5,5.5,,,,,,5,INDONESIA,,INDONESIA:  BANDA ACEH,5.103,95.971,60,1,1,,,2,1,,1,,,160,3,1,1,,,2,1,,1,,,160,3
10052,Yes,2013,10,25,17,10,    ,10,7.1,7.1,,,,,,4,JAPAN,,JAPAN:  HONSHU:  E COAST,37.2,144.6,30,,,,,1,1,,,,,,,,,,,1,1,,,,,,
10305,No,2013,11,10,5,16,36,23,5.2,,,5.2,,,,4,TAJIKISTAN,,TAJIKISTAN:  VAHDAT,38.41,68.89,40,,,,,,,,2,104,3,256,3,,,,,,,,2,104,3,256,3
10054,Yes,2013,11,17,9,4,53,10,7.7,7.7,,,,,,,ANTARCTICA,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.274,-46.401,20,,,,,,,,,,,,,,,,,,,,,,,,
10306,No,2013,11,22,22,4,4,10,5.3,5.3,,,,,,,CHINA,,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.168,30,,,,,,,,2,,,5300,4,,,,,,,,2,,,5300,4
10056,No,2013,11,28,13,51,51,4,5.7,5.7,,,,,,4,IRAN,,IRAN:  BORAZJAN,29.275,51.313,140,8,1,,,200,3,,2,250,3,,1,8,1,,,200,3,,2,250,3,,1
10059,No,2014,1,2,3,13,57,8,5.3,5.3,,,,,,,IRAN,,IRAN:  BASTAK,27.15,54.448,140,1,1,,,30,1,,1,,,,3,1,1,,,30,1,,1,,,,3
10308,No,2014,1,5,3,36,59,54,5.6,5.6,,,,,,5,COLOMBIA,,COLOMBIA:  SIPI,4.557,-76.644,160,,,,,,,,2,,,121,3,,,,,,,,2,,,121,3
10068,No,2014,1,13,4,1,24,20,6.4,6.4,,,,,,5,USA TERRITORY,,PUERTO RICO,19.043,-66.81,90,,,,,,,,1,,,,,,,,,,,,1,,,,
10067,No,2014,1,20,2,52,35,28,6.1,6.1,,,,,,7,NEW ZEALAND,,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1
10070,No,2014,1,25,5,14,51,66,6.1,6.1,,,,,,5,INDONESIA,,INDONESIA:  JAVA:  BANYUMAS,-7.986,109.265,60,,,,,,,,1,1,1,,2,,,,,,,,1,1,1,,2
10069,No,2014,1,26,13,55,21,8,6.1,6.1,,,,,,7,GREECE,,GREECE:  KEFALONIA,38.208,20.453,130,,,,,6,1,178,4,,,,1,,,,,6,1,178,4,,,,1
10072,No,2014,2,2,14,26,51,10,5.3,,,5.3,,,,,IRAN,,IRAN:  GOHARAN,26.589,57.741,140,,,,,,,,1,,,,3,,,,,,,,1,,,,3
10071,No,2014,2,3,3,8,29,4,6,6,,,,,,3,GREECE,,GREECE:  KEFALONIA:  LIXOURION,38.244,20.379,130,,,,,16,1,,1,,,,1,,,,,16,1,,1,,,,1
10309,No,2014,2,9,2,16,49,5,4.1,4.1,,,,,,4,USA,OK,OKLAHOMA:  GUTHRIE,35.937,-97.271,150,,,,,,,,1,,,,,,,,,,,,1,,,,
10073,No,2014,2,12,9,19,6,10,6.9,6.9,,,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,40,,,,,,,,3,67,2,1001,4,,,,,,,,3,67,2,1001,4
10074,No,2014,2,26,0,1,29,1,4.5,4.5,,,,,,,AUSTRALIA,,AUSTRALIA:  KALGOORLIE,-30.686,121.332,60,,,,,,,,1,,,,,,,,,,,,1,,,,
10087,No,2014,3,13,17,7,17,79,6.3,6.3,,,,,,5,JAPAN,,JAPAN:  SOUTHWESTERN,33.684,131.825,30,,,,,18,1,,1,,,,,,,,,18,1,,1,,,,
10075,Yes,2014,3,16,21,16,    ,21,6.7,6.7,,,,,,6,CHILE,,CHILE:  IQUIQUE,-19.965,-70.814,160,,,,,,,,1,,,,,,,,,,,,1,,,,
10082,No,2014,3,29,4,10,12,4,5.1,5.1,,,,,,6,USA,CA,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.863,-117.835,150,,,,,,1,10.8,3,,,20,1,,,,,,1,10.8,3,,,20,1
10079,Yes,2014,4,1,23,46,26,25,8.2,8.2,,,,,,8,CHILE,,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,160,7,1,,,,,100,4,,,2600,4,7,1,,,,,100,4,,,2600,4
10080,Yes,2014,4,3,2,43,11,22,7.7,7.7,,,,,,8,CHILE,,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,160,,,,,,,,,,,,,,,,,,,,,,,,
10081,No,2014,4,4,22,40,44,25,5.4,,,5.4,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,30,,,,,21,1,,2,75,2,2700,4,,,,,21,1,,2,75,2,2700,4
10083,No,2014,4,10,23,27,6,13,6.1,6.1,,,,,,,NICARAGUA,,"NICARAGUA:  NAGAROTE, MANAGUA",12.403,-86.378,100,2,1,,,250,3,3,2,168,3,2210,4,2,1,,,250,3,3,2,168,3,2210,4
10310,No,2014,4,11,7,7,13,61,7.1,7.1,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.586,155.049,170,1,1,,,,,,1,51,2,,,1,1,,,,,,1,51,2,,
10084,Yes,2014,4,12,20,14,3,23,7.6,7.6,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.27,162.148,170,,,,,,,,,,,,,,,,,,,,,,,,
10085,Yes,2014,4,13,12,36,23,39,7.4,7.4,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.463,162.051,170,,,,,,,,,,,,,,,,,,,,,,,,
10086,No,2014,4,14,5,7,12,10,5.2,5.2,,,,,,,NICARAGUA,,"NICARAGUA:  MANAGUA, CIUDAD SANDINO",12.151,-86.281,100,,,,,,1,,1,7,1,,,,,,,,1,,1,7,1,,
10088,Yes,2014,4,18,14,28,32,24,7.2,7.2,,,,,,6,MEXICO,,MEXICO:  GUERRERO; MEXICO CITY,17.397,-100.972,150,,,,,,,,1,,,127,2,,,,,,,,1,,,127,2
10091,Yes,2014,4,19,13,29,21,43,7.5,7.5,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON SEA,-6.755,155.024,170,,,,,,,,,,,,,,,,,,,,,,,,
10093,No,2014,5,5,11,8,42,6,6.1,6.1,,,,,,5,THAILAND,,THAILAND:  CHIANG RAI,19.656,99.67,60,1,1,,,32,1,62,4,20,1,,3,1,1,,,32,1,62,4,20,1,,3
10095,No,2014,5,8,17,1,21,17,6.4,6.4,,,,,,5,MEXICO,,MEXICO:  TECPAN,17.235,-100.746,150,,,,,,,,1,,,,1,,,,,,,,1,,,,1
10094,No,2014,5,8,22,52,23,15,4.5,4.5,,,,,,,PAKISTAN,,PAKISTAN:  NAWABSHAH,26.387,68.358,60,2,1,,,70,2,,1,,2,,,2,1,,,70,2,,1,,2,,
10099,No,2014,5,17,16,46,4,5,3.6,3.6,,,,,,4,GERMANY,,GERMANY:  HESSE,49.799,8.69,120,,,,,,,1.36,2,,,70,2,,,,,,,1.36,2,,,70,2
10098,No,2014,5,19,0,59,6,10,5,5,,,,,,4,ALBANIA,,ALBANIA:  BELSH,41.115,19.777,130,,,,,,,,1,,,,1,,,,,,,,1,,,,1
10096,No,2014,5,24,9,25,5,23,6.9,6.9,,,,,,6,GREECE,,"GREECE, TURKEY",40.24,25.33,130,3,1,,,266,3,450,4,,,,2,3,1,,,266,3,4500,4,,,,2
10097,No,2014,5,30,1,20,17,10,5.9,5.9,,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25,97.845,30,,,,,45,1,,4,3390,4,18000,4,,,,,45,1,,4,3390,4,18000,4
10101,Yes,2014,6,23,19,20,34,20,6.9,6.9,,,,,,,NEW ZEALAND,,NEW ZEALAND:  SSE OF RAOUL ISLAND,-29.977,-177.725,170,,,,,,,,,,,,,,,,,,,,,,,,
10100,Yes,2014,6,23,20,53,7,109,7.9,7.9,,,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,150,,,,,,,,,,,,,,,,,,,,,,,,
10102,No,2014,7,7,11,23,7,67,6.9,6.9,,,,,,5,MEXICO,,MEXICO; GUATEMALA:  SAN MARCOS,14.728,-92.578,150,3,1,,,33,1,,1,,1,50,1,3,1,,,33,1,,1,,1,50,1
10105,Yes,2014,7,11,19,23,22,20,6.5,6.5,,,,,,5,JAPAN,,JAPAN:  SANRIKU,37.005,142.453,30,,,,,3,1,,,,,,,,,,,3,1,,,,,,
10314,No,2014,7,15,9,8,56,5,3.9,3.9,,,,,,5,USA,OK,OKLAHOMA:  HARRAH,35.524,-97.146,150,,,,,,,,2,,,,2,,,,,,,,2,,,,2
10107,Yes,2014,7,25,10,55,12,10,6.1,6.1,,,,,,4,USA,AK,ALASKA:  SOUTHEASTERN,58.306,-136.96,150,,,,,,,,,,,,,,,,,,,,,,,,
10104,No,2014,7,29,10,46,7,107,6.3,6.3,,,,,,5,MEXICO,,MEXICO:  OAXACA,17.682,-95.653,150,1,1,,,1,1,,2,,,,2,1,1,,,1,1,,2,,,,2
10103,No,2014,8,1,4,11,4,30,5.5,5.5,,,,,,6,ALGERIA,,ALGERIA:  ALGIERS,36.841,3.301,15,6,1,,,420,3,,,,,,,6,1,,,420,3,,,,,,
10106,No,2014,8,3,8,30,57,12,6.2,6.2,,,,,,,CHINA,,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,30,615,3,114,3,3143,4,,3,25800,4,160400,4,615,3,114,3,3143,4,,3,25800,4,160400,4
10109,No,2014,8,5,10,23,38,5,5.5,5.5,,,,,,6,SOUTH AFRICA,,SOUTH AFRICA:  ORKNEY,-26.99,26.705,10,1,1,,,17,1,,2,13,1,1433,4,1,1,,,17,1,,2,13,1,1433,4
10113,No,2014,8,12,19,58,13,12,5.1,5.1,,,,,,5,ECUADOR,,ECUADOR:  QUITO,-0.018,-78.322,160,2,1,,,8,1,,1,,,89,2,2,1,,,8,1,,1,,,89,2
10112,No,2014,8,16,22,8,4,10,5,5,,,,,,2,CHINA,,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,30,,,,,6,1,,1,,,337,3,,,,,6,1,,1,,,337,3
10111,No,2014,8,18,2,32,2,6,6.2,6.2,,,,,,3,IRAN,,IRAN:  ILAM PROVINCE:  ABDANAN,32.663,47.673,140,,,,,330,2,,1,2700,4,17000,4,,,,,330,2,,4,2700,4,17000,4
10110,No,2014,8,24,10,20,6,11,6.1,6.1,,,,,,8,USA,CA,"CALIFORNIA:  NAPA, VALLEJO",38.216,-122.312,150,1,1,,,257,3,700,4,160,3,1034,4,1,1,,,257,3,700,4,160,3,1034,4
10117,No,2014,9,20,4,26,52,26,5.2,,,5.2,,,,5,PHILIPPINES,,PHILIPPINES:  BARANGAY LUAYON,6.864,125.233,170,,,,,1,1,,1,15,1,67,2,,,,,1,1,,1,15,1,67,2
10118,No,2014,9,28,2,35,19,10,5.1,5.1,,,,,,7,PERU,,PERU:  PARURO PROVINCE,-13.843,-71.695,160,8,1,,,6,1,,1,106,3,,3,8,1,,,6,1,,1,106,3,,3
10116,No,2014,10,7,13,50,12,9,6.1,6.1,,,,,,,CHINA,,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383,100.47,30,1,1,,,323,3,,1,,1,,,1,1,,,323,3,,1,,1,,
10115,Yes,2014,10,9,2,14,44,17,7,7,,,,,,,CHILE,,CHILE: EASTER ISLAND REGION,-32.108,-110.811,160,,,,,,,,,,,,,,,,,,,,,,,,
10193,Yes,2014,10,14,3,51,46,40,7.3,7.3,,,,,,7,EL SALVADOR,,EL SALVADOR:  GULF OF FONSECA,12.526,-88.123,100,1,1,,,,,,1,5,1,41,1,1,1,,,,,,1,5,1,41,1
10119,Yes,2014,11,15,2,32,12,45,7.1,7.1,,,,,,5,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,170,,,,,,,,,,,,,,,,,,,,,,,,
10121,No,2014,11,22,8,55,58,9,5.9,5.9,,,,,,3,CHINA,,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,30,5,1,,,65,2,,3,30,1,27400,4,5,1,,,65,2,,3,30,1,27400,4
10122,No,2014,11,22,13,8,42,9,6.2,6.2,,,,,,9,JAPAN,,"JAPAN:  NAGANO:  HAKUBA, OTARI",36.641,137.888,30,,,,,45,1,,1,50,1,,2,,,,,45,1,,1,50,1,,2
10128,No,2014,12,6,10,20,52,10,5.6,5.6,,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,30,1,1,,,15,1,,2,434,3,17000,4,1,1,,,15,1,,2,434,3,17000,4
10315,No,2014,12,23,8,0,8,7,4.9,,,,4.9,,,,ALGERIA,,ALGERIA:  BLIDA,36.492,3.025,15,,,,,,1,,1,,,,1,,,,,,1,,1,,,,1
10320,No,2015,1,14,5,22,23,10,5.3,,,5.3,,,,6,CHINA,,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,30,,,,,11,1,,2,,,2000,4,,,,,11,1,,2,,,2000,4
10131,Yes,2015,2,16,23,6,27,23,6.7,6.7,,,,,,4,JAPAN,,JAPAN:  HONSHU,39.856,142.881,30,,,,,,,,,,,,,,,,,,,,,,,,
10135,Yes,2015,2,19,13,19,21,10,6.4,6.4,,,,,,5,VANUATU,,VANUATU ISLANDS,-16.431,168.148,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1
10127,No,2015,2,20,22,37,28,10,4.5,,,4.5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,23.01,101.755,30,,,,,,,,1,,,276,3,,,,,,,,1,,,276,3
10126,No,2015,2,21,21,21,8,7,3.6,,,,3.6,,,,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.534,18.934,130,4,1,,,1,1,,,,,,,4,1,,,1,1,,,,,,
10125,No,2015,2,22,6,43,14,12,5.1,,,5.1,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,40,,,,,,,14.65,3,,,1728,4,,,,,,,14.65,3,,,1728,4
10124,No,2015,2,26,21,59,14,30,5.4,,,5.4,,,,4,PAKISTAN,,PAKISTAN:  BATTAGRAM,34.671,73.278,60,,,,,5,1,,1,,,2,1,,,,,5,1,,1,,,2,1
10321,No,2015,2,28,20,10,56,10,4.5,,,,4.5,,,3,PERU,,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE,-15.693,-71.934,160,,,,,,,,2,64,2,500,3,,,,,,,,2,64,2,500,3
10335,No,2015,3,1,10,24,5,11,5.5,,,,5.5,,,,CHINA,,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.5,98.9,30,,,,,39,1,,3,220,3,15800,4,,,,,39,1,,3,220,3,15800,4
10137,No,2015,3,8,20,47,4,20,4.4,4.4,,,,,,4,SERBIA,,BALKANS NW: SERBIA:  KOSJERIC,44.088,19.861,130,,,,,,,,1,,,100,2,,,,,,,,1,,,100,2
10336,No,2015,3,10,20,55,2,184,6.2,6.2,,,,,,5,COLOMBIA,,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.8,-73.01,160,,,,,,,,3,180,3,2167,4,,,,,,,,3,180,3,2167,4
10132,No,2015,3,14,6,14,38,10,4.6,,,4.6,,,,,CHINA,,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,30,2,1,,,13,1,,2,155,3,11079,4,2,1,,,13,1,,2,155,3,11079,4
10133,Yes,2015,3,29,23,48,1,41,7.5,7.5,,,,,,6,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-4.729,152.562,170,,,,,,,,,,,,,,,,,,,,,,,,
10136,No,2015,4,20,1,42,38,29,6.4,6.4,,,,,,4,TAIWAN,,TAIWAN:  TAIPEI,24.203,122.316,30,1,1,,,1,1,,1,,,19,1,1,1,,,1,1,,1,,,19,1
10134,No,2015,4,25,6,12,35,8,7.8,7.8,,,,,,8,NEPAL,,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,60,8200,4,366,3,17866,4,10000,4,299588,4,269107,4,8200,4,366,3,17866,4,10000,4,299588,4,269107,4
10140,Yes,2015,5,2,16,51,39,10,5.7,5.7,,,,,,,JAPAN,,JAPAN:  HONSHU:  S. OF,31.529,140.213,30,,,,,,,,,,,,,,,,,,,,,,,,
10139,Yes,2015,5,5,1,44,38,55,7.5,7.5,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-5.462,151.875,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1
10141,No,2015,5,12,7,6,13,15,7.3,7.3,,,,,,7,NEPAL,,NEPAL:   DOLAKHA,27.809,86.066,60,117,3,,,2800,4,,2,,2,,,117,3,,,2800,4,,2,,2,,
10143,No,2015,5,30,11,23,11,664,7.8,7.8,,,,,,6,JAPAN,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,30,,,,,12,1,,,,,,,,,,,12,1,,,,,,
10151,No,2015,6,4,23,16,31,10,6,6,,,,,,6,MALAYSIA,,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",5.987,116.541,170,18,1,,,,2,,1,,,23,1,18,1,,,,2,,1,,,23,1
10153,No,2015,6,28,1,5,56,26,5.3,5.3,,,,,,,INDIA,,INDIA:  KOKRAJHAR,26.638,90.41,60,,,,,2,1,,,,,,3,,,,,2,1,,1,,,,3
10152,No,2015,7,3,1,7,1,10,6.4,6.4,,,,,,,CHINA,,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,40,3,1,,,263,3,,3,3000,4,,,3,1,,,263,3,,3,3000,4,,
10338,No,2015,7,3,6,43,54,32,6.1,6.1,,,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,10.169,125.891,170,1,1,,,,,,,,,,,1,1,,,,,,,,,,
10147,Yes,2015,7,10,4,12,54,12,6.7,6.7,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.307,158.403,170,,,,,,,,,,,,,,,,,,,,,,,,
10146,Yes,2015,7,18,2,28,22,11,7,7,,,,,,8,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.401,165.141,170,,,,,,,,,,,,,,,,,,,,,,,,
10145,No,2015,7,24,20,59,12,17,5.1,5.1,,,,,,5,PAKISTAN,,PAKISTAN:  ABBOTTABAD,33.856,73.193,60,3,1,,,1,1,,1,3,1,,,3,1,,,1,1,,1,3,1,,
10157,Yes,2015,7,27,4,49,    ,23,6.9,6.9,,,,,,,USA,AK,ALASKA,52.214,-169.399,150,,,,,,,,,,,,,,,,,,,,,,,,
10149,No,2015,7,27,21,42,11,48,7,7,,,,,,5,INDONESIA,,INDONESIA:  PAPUA,-2.629,138.528,170,1,1,,,,,,1,1,1,6,1,1,1,,,,,,1,1,1,6,1
10150,No,2015,7,29,0,11,6,12,5.9,5.9,,,,,,3,PANAMA,,COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA,8.231,-77.315,100,,,,,6,1,,1,,,45,1,,,,,6,1,,1,,,45,1
10148,No,2015,8,7,1,25,54,11,5.8,5.8,,,,,,4,RWANDA,,RWANDA:  BUKAVU,-2.141,28.897,10,3,1,,,30,1,,,,,,,3,1,,,30,1,,,,,,
10341,No,2015,8,9,7,5,38,10,4.5,4.5,,,,,,4,EL SALVADOR,,EL SALVADOR:  ALEGRIA,13.668,-88.478,100,,,,,4,1,,2,,,92,2,,,,,4,1,,2,,,92,2
10156,Yes,2015,9,16,22,55,26,22,8.3,8.3,,,,,,9,CHILE,,CHILE:  CENTRAL,-31.573,-71.674,160,7,1,1,1,14,1,600,4,2305,4,10044,4,15,1,1,1,14,1,600,4,2305,4,10044,4
10158,No,2015,9,24,15,53,    ,10,6.6,6.6,,,,,,5,INDONESIA,,INDONESIA:  SORONG,-0.59,131.27,170,,,,,62,2,,2,,,260,3,,,,,62,2,,2,,,260,3
10160,No,2015,10,17,11,33,    ,33,5.8,5.8,,,,,,7,ARGENTINA,,ARGENTINA:  GALPON,-25.442,-64.632,160,2,1,,,30,1,,1,15,1,,,2,1,,,30,1,,1,15,1,,
10159,No,2015,10,26,9,9,56,231,7.5,7.5,,,,,,7,AFGHANISTAN,,AFGHANISTAN: HINDU KUSH,36.524,70.368,40,399,3,,,1770,4,109,4,29230,4,79893,4,399,3,,,1770,4,109,4,29230,4,79893,4
10343,No,2015,11,4,3,44,19,20,6.5,6.5,,,,,,5,INDONESIA,,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,60,,,,,,,9,3,,,1468,4,,,,,,,9,3,,,1468,4
10161,No,2015,11,7,6,58,30,14,5.3,5.3,,,,,,,VENEZUELA,,VENEZUELA:  MERIDA,8.477,-71.365,160,1,1,,,,,,1,33,1,83,2,1,1,,,,,,1,33,1,83,2
10162,Yes,2015,11,11,1,54,37,10,6.9,6.9,,,,,,7,CHILE,,CHILE:  LA SERENA,-29.439,-72.105,160,,,,,,,,,,,,,,,,,,,,,,,,
10163,Yes,2015,11,13,20,51,3,12,6.7,6.7,,,,,,4,JAPAN,,JAPAN:  KYUSYU ISLAND,31.001,128.873,30,,,,,,,,,,,,,,,,,,,,,,,,
10164,Yes,2015,11,17,7,10,3,11,6.5,6.5,,,,,,,GREECE,,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,130,2,1,,,4,1,,2,1,1,,2,2,1,,,4,1,,2,1,1,,2
10344,No,2015,11,17,17,29,29,18,5.6,5.6,,,,,,5,KYRGYZSTAN,,KYRGYZSTAN: OSH,40.376,73.204,40,,,,,,,,2,200,3,800,3,,,,,,,,2,200,3,800,3
10441,Yes,2015,11,18,18,31,57,13,6.8,6.8,,,,,,4,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.899,158.422,170,,,,,,,,,,,,,,,,,,,,,,,,
10345,No,2015,11,22,20,38,5,5,5.1,5.1,,,,,,4,VENEZUELA,,VENEZUELA:  MERIDA,8.48,-71.42,160,1,1,,,3,1,,1,,,6,1,1,1,,,3,1,,1,,,6,1
10166,No,2015,11,24,22,45,    ,636,7.6,7.6,,,,,,4,PERU,,PERU-BRAZIL,-10.77,-71.41,160,,,,,,,,,,,,,,,,,,,,,,,,
10165,No,2015,11,24,22,50,    ,606,7.6,7.6,,,,,,4,PERU,,PERU-BRAZIL,-10.07,-70.98,160,,,,,,,,,,,,,,,,,,,,,,,,
10168,No,2015,12,7,7,51,35,22,7.2,7.2,,,,,,3,TAJIKISTAN,,TAJIKISTAN,38.211,72.78,40,2,1,,,,3,5,2,500,3,,3,2,1,,,,3,5,2,500,3,,3
10350,No,2015,12,17,19,49,5,85,6.6,6.6,,,,,,5,MEXICO,,MEXICO:  COCOTITLAN,15.802,-93.633,150,2,1,,,,,,,,,,,2,1,,,,,,,,,,
10169,No,2015,12,25,19,14,19,206,6.3,6.3,,,,,,5,AFGHANISTAN,,AFGHANISTAN; PAKISTAN,36.494,71.126,40,4,1,,,97,2,,1,,1,,1,4,1,,,97,2,,1,,1,,1
10170,No,2016,1,3,23,5,27,55,6.7,6.7,,,,,,7,INDIA,,INDIA:  IMPAHL,24.804,93.651,60,13,1,,,100,2,75,4,,,,2,13,1,,,100,2,75,4,,,,2
10171,No,2016,1,16,23,22,4,4,5.6,5.6,,,,,,3,INDONESIA,,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,170,1,1,,,22,1,,1,,,230,3,1,1,,,22,1,,1,,,230,3
10172,No,2016,1,24,10,30,56,126,7.1,7.1,,,,,,6,USA,AK,ALASKA:  KENAI,59.658,-153.452,150,,,,,,,,1,4,1,,,,,,,,,,1,4,1,,
10173,No,2016,1,25,4,23,13,12,6.3,6.3,,,,,,6,MOROCCO,,MOROCCO:  MELILLA,35.649,-3.682,15,1,1,,,26,1,,1,,1,,1,1,1,,,26,1,,1,,1,,1
10174,No,2016,2,5,19,57,6,10,6.4,6.4,,,,,,7,TAIWAN,,TAIWAN:  TAINAN,22.97,120.46,30,117,3,,,525,3,700,4,,1,,1,117,3,,,525,3,700,4,,1,,1
10175,Yes,2016,3,2,12,49,11,24,7.8,7.8,,,,,,5,INDONESIA,,INDONESIA: SUMATRA:,-4.952,94.33,60,,,,,,,,,,,,,,,,,,,,,,,,
10186,No,2016,4,10,10,29,12,212,6.6,6.6,,,,,,5,AFGHANISTAN,,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,40,6,1,,,5,1,,1,,,20,1,6,1,,,5,1,,1,,,20,1
10363,No,2016,4,13,13,55,8,136,6.9,6.9,,,,,,5,MYANMAR (BURMA),,INDIA: ASSAM; BANGLADESH,23.094,94.865,60,2,1,,,170,3,,2,,,4,1,2,1,,,170,3,,2,,,4,1
10177,No,2016,4,15,16,25,22,10,7,7,,,,,,8,JAPAN,,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,30,50,1,,,1500,4,20000,4,80000,4,,,50,1,,,1500,4,20000,4,80000,4,,
10176,Yes,2016,4,16,23,58,    ,17,7.8,7.8,,,,,,8,ECUADOR,,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,160,663,3,9,1,6274,4,3300,4,6998,4,29672,4,663,3,9,1,6274,4,3300,4,6998,4,29672,4
10179,Yes,2016,4,28,19,33,7,24,7,7,,,,,,,VANUATU,,VANUATU ISLANDS,-16.043,167.379,170,,,,,,,,,,,,,,,,,,,,,,,,
